x,y,label
6.7272882,-14.834567,13
6.130291,-15.558325,13
6.515146,-14.629999,13
6.012402,-16.04403,13
5.407686,-16.509756,13
6.355305,-14.993856,13
6.015787,-16.533476,13
5.1049066,-17.186312,13
6.2108316,-17.44628,13
6.5462394,-15.272124,13
5.907917,-17.371832,13
7.6991267,-14.967705,13
8.420507,-15.370962,13
7.341773,-16.190948,13
5.486002,-14.770318,13
5.912069,-15.060683,13
6.455851,-16.526287,13
-15.228366,13.539112,14
-13.051696,12.823688,14
-12.147419,11.59647,14
8.161467,-9.857392,14
-14.937274,5.78216,14
-15.243826,8.551144,14
-14.969194,13.3770895,14
-13.798433,13.022349,14
-12.493673,11.7697,14
-14.337338,5.574623,14
-14.623275,5.632851,14
-15.130667,8.45133,14
-15.515733,10.700002,14
-15.129282,11.509341,14
-13.684007,13.221655,14
-13.149881,13.222912,14
-12.298082,11.354831,14
-13.326116,8.380629,14
-13.444199,10.749043,14
-13.09756,9.919424,14
-12.940798,9.332339,14
-2.2741933,-16.861029,14
-2.7342002,-15.735993,14
-14.697691,5.8383684,14
-12.491504,10.903619,14
-13.091743,11.55301,14
-13.88347,11.646773,14
-15.669122,10.812388,14
-14.810254,6.246571,14
-12.7902775,10.946993,14
34.80541,-22.768667,1
36.07437,-28.093668,1
36.778885,-27.084793,1
38.724342,-26.120188,1
38.113655,-25.767735,1
37.65308,-28.101547,1
37.92393,-25.540453,1
36.536385,-28.797663,1
37.031498,-28.03728,1
37.82214,-28.412138,1
37.767956,-26.0382,1
36.62804,-27.080458,1
36.14479,-26.591236,1
41.050625,-27.54447,1
41.39852,-26.980007,1
37.036106,-28.09448,1
37.82001,-30.065382,1
39.097027,-25.661745,1
38.149906,-27.912891,1
40.321,-27.352152,1
38.208874,-30.187826,1
41.18316,-27.975918,1
39.818787,-29.30561,1
39.263714,-28.038656,1
40.2413,-28.689465,1
38.950115,-29.82023,1
40.225597,-28.731913,1
38.668777,-29.300568,1
39.733185,-28.72282,1
39.82026,-29.816916,1
40.32316,-29.500433,1
39.646664,-29.87005,1
41.43978,-28.570889,1
39.096737,-28.59254,1
38.396652,-28.12488,1
39.16776,-28.139673,1
40.980286,-29.231785,1
39.827225,-26.218542,1
40.188564,-26.326853,1
39.511944,-28.667036,1
15.085834,4.8403015,2
32.57445,-0.86741406,2
32.339638,-1.1146938,2
31.776491,-2.2142737,2
33.526497,-1.7163283,2
33.140095,-3.8506155,2
33.27356,-1.3894155,2
33.03327,-2.5565288,2
33.587063,-0.5989605,2
32.16912,-2.0070484,2
34.449924,-1.7152336,2
33.123173,-2.5131145,2
33.185825,-2.2545846,2
33.338158,-3.7775586,2
34.113228,-2.7558444,2
33.690197,-2.665291,2
32.566044,-3.1847117,2
35.18002,-2.4868038,2
34.725243,-2.858503,2
33.98177,-2.0900276,2
35.224968,-2.724788,2
33.9771,-2.7079718,2
33.868786,-3.7220795,2
33.342125,-4.94875,2
33.975666,-5.1189466,2
35.074184,-5.643787,2
32.897366,-5.3826237,2
33.057724,-2.81088,2
33.589634,-4.888182,2
34.43669,-3.4036746,2
34.365826,-5.132286,2
35.20621,-3.7122688,2
33.75318,-2.4068944,2
32.982006,-4.699032,2
34.847355,-4.813423,2
34.119785,-4.2807164,2
34.61188,-4.284661,2
34.16048,-5.7078037,2
32.560635,-1.3369982,2
34.74353,-1.5172282,2
-15.165346,9.455232,3
-17.448406,25.091663,3
-18.835314,25.259272,3
-18.556454,24.65048,3
-18.88233,24.803375,3
-19.091507,25.152409,3
-18.894579,25.33644,3
-18.167587,25.434607,3
-19.08785,26.358746,3
-19.477215,25.766397,3
-18.039371,24.91136,3
-16.871582,26.323174,3
-15.851056,26.04837,3
-19.05535,27.065653,3
-17.171726,25.68937,3
-17.02928,24.571575,3
-16.013525,25.025816,3
-16.043568,26.08413,3
-15.627327,27.551517,3
-16.151176,26.512224,3
-16.849325,27.584536,3
-15.628127,25.193468,3
-17.48468,23.736368,3
-18.862204,27.494076,3
